relative_path,line_number,keywords,line
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,844,os_event,"f""os_event={int(row.os_event_parsed)}, """
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,845,os_time_days,"f""os_time_days={float(row.os_time_days_parsed):.1f}"""
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,859,censor,"print(""  censored 57: PASS"")"
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,893,os_event;os_time_days,"""os_event and os_time_days are present and parseable; numeric """
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,934,censor,"""censored"": n_censored,"
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,959,surv,"""any zero-time row with the authoritative Paper4/sksurv execution """
scripts\05f3b_v2_audit_target_os_complete_case_and_zero_time_policy.py,981,censor,"""censored"": n_censored,"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,26,fold,T0-T2/N0-N5 fold callables using fake expression/outcome values;
scripts\05f2c_preoutcome_validate_amend_target_runner.py,106,tau,"RUNNER_V2_SOURCE_B64 = ""IyEvdXNyL2Jpbi9lbnYgcHl0aG9uMwoiIiIKQVVUTy1HRU5FUkFURUQgQlkgUGFwZXItNiAwNWYyYi4KCkZyb3plbiBwb3N0LUhPTEQgZGVzY3JpcHRpdmUgVEFSR0VUIGV2YWx1YXRpb24gcnVubmVyLgoKVGhpcyBtb2R1bGUgaXMgU0hBLWxvY2tlZCBieSAwNWYyYi4gRG8gbm90IGVkaXQgaXQgYWZ0ZXIgdGhlIDA1ZjJiIFBBU1MuCkl0IGRvZXMgbm90IHJlYWQgY2xpbmljYWwgZmlsZXMgaXRzZWxmLiBUaGUgbGF0ZXIgb3V0Y29tZS1vcGVuaW5nIHdyYXBwZXIgbXVzdApwYXNzIHRoZSBmcm96ZW4gODgtc2FtcGxlIHJhdyBhbGlnbmVkIG1hdHJpeCBwbHVzIE9TIHRpbWUvZXZlbnQgYXJyYXlzIGluIHRoZQphbHJlYWR5LWZyb3plbiBzYW1wbGUgb3JkZXIuCiIiIgoKZnJvbSBfX2Z1dHVyZV9fIGltcG9ydCBhbm5vdGF0aW9ucwoKaW1wb3J0IGhhc2hsaWIKaW1wb3J0IGltcG9ydGxpYi51dGlsCmltcG9ydCBqc29uCmltcG9ydCBzeXMKZnJvbSBwYXRobGliIGltcG9ydCBQYXRoCmZyb20gdHlwaW5nIGltcG9ydCBBbnksIERpY3QsIExpc3QsIFR1cGxlCgppbXBvcnQgbnVtcHkgYXMgbnAKaW1wb3J0IHBhbmRhcyBhcyBwZAppbXBvcnQgdG9yY2gKaW1wb3J0IHRvcmNoLm5uIGFzIG5uCgpmcm9tIHNrbGVhcm4ubW9kZWxfc2VsZWN0aW9uIGltcG9ydCBTdHJhdGlmaWVkS0ZvbGQKZnJvbSBza3N1cnYudXRpbCBpbXBvcnQgU3VydgoKClJPT1QgPSBQYXRoKF9fZmlsZV9fKS5yZXNvbHZl"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,202,os_event,"if f2b.get(""TARGET_OS_event_values_read"") is not False:"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,294,fold,fitted = runner.fit_predict_fold(
scripts\05f2c_preoutcome_validate_amend_target_runner.py,299,repeat,"repeat=0,"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,300,fold;outer,"outer_fold=0,"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,338,fold,metric_smoke = runner._fold_metrics(
scripts\05f2c_preoutcome_validate_amend_target_runner.py,349,fold,"raise RuntimeError(""Synthetic smoke fold Uno-C nonfinite."")"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,408,fold,"""fold_uno_c_finite"": True,"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,409,fold,"""fold_ibs_status"": metric_smoke[""ibs_status""],"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,470,os_event,"""os_event"","
scripts\05f2c_preoutcome_validate_amend_target_runner.py,471,os_time_days,"""os_time_days"","
scripts\05f2c_preoutcome_validate_amend_target_runner.py,477,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,505,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,529,fold,"print(""  fold Uno-C adapter: PASS"")"
scripts\05f2c_preoutcome_validate_amend_target_runner.py,530,fold,"print(f""  fold IBS adapter status: {metric_smoke['ibs_status']}"")"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,26,fold,T0-T2/N0-N5 fold callables using fake expression/outcome values;
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,106,tau,"RUNNER_V2_SOURCE_B64 = ""IyEvdXNyL2Jpbi9lbnYgcHl0aG9uMwoiIiIKQVVUTy1HRU5FUkFURUQgQlkgUGFwZXItNiAwNWYyYi4KCkZyb3plbiBwb3N0LUhPTEQgZGVzY3JpcHRpdmUgVEFSR0VUIGV2YWx1YXRpb24gcnVubmVyLgoKVGhpcyBtb2R1bGUgaXMgU0hBLWxvY2tlZCBieSAwNWYyYi4gRG8gbm90IGVkaXQgaXQgYWZ0ZXIgdGhlIDA1ZjJiIFBBU1MuCkl0IGRvZXMgbm90IHJlYWQgY2xpbmljYWwgZmlsZXMgaXRzZWxmLiBUaGUgbGF0ZXIgb3V0Y29tZS1vcGVuaW5nIHdyYXBwZXIgbXVzdApwYXNzIHRoZSBmcm96ZW4gODgtc2FtcGxlIHJhdyBhbGlnbmVkIG1hdHJpeCBwbHVzIE9TIHRpbWUvZXZlbnQgYXJyYXlzIGluIHRoZQphbHJlYWR5LWZyb3plbiBzYW1wbGUgb3JkZXIuCiIiIgoKZnJvbSBfX2Z1dHVyZV9fIGltcG9ydCBhbm5vdGF0aW9ucwoKaW1wb3J0IGhhc2hsaWIKaW1wb3J0IGltcG9ydGxpYi51dGlsCmltcG9ydCBqc29uCmltcG9ydCBzeXMKZnJvbSBwYXRobGliIGltcG9ydCBQYXRoCmZyb20gdHlwaW5nIGltcG9ydCBBbnksIERpY3QsIExpc3QsIFR1cGxlCgppbXBvcnQgbnVtcHkgYXMgbnAKaW1wb3J0IHBhbmRhcyBhcyBwZAppbXBvcnQgdG9yY2gKaW1wb3J0IHRvcmNoLm5uIGFzIG5uCgpmcm9tIHNrbGVhcm4ubW9kZWxfc2VsZWN0aW9uIGltcG9ydCBTdHJhdGlmaWVkS0ZvbGQKZnJvbSBza3N1cnYudXRpbCBpbXBvcnQgU3VydgoKClJPT1QgPSBQYXRoKF9fZmlsZV9fKS5yZXNvbHZl"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,204,os_event,"if f2b.get(""TARGET_OS_event_values_read"") is not False:"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,296,fold,fitted = runner.fit_predict_fold(
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,301,repeat,"repeat=0,"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,302,fold;outer,"outer_fold=0,"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,340,fold,metric_smoke = runner._fold_metrics(
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,351,fold,"raise RuntimeError(""Synthetic smoke fold Uno-C nonfinite."")"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,433,fold,"""fold_uno_c_finite"": True,"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,434,fold,"""fold_ibs_status"": metric_smoke[""ibs_status""],"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,473,fold,"""all_model_fold_callables_had_already_executed_before_failure"": True,"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,522,os_event,"""os_event"","
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,523,os_time_days,"""os_time_days"","
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,529,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,559,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,589,fold,"print(""  fold Uno-C adapter: PASS"")"
scripts\05f2c_preoutcome_validate_amend_target_runner_v2.py,590,fold,"print(f""  fold IBS adapter status: {metric_smoke['ibs_status']}"")"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,140,tau,"RUNNER_SOURCE_B64 = ""IyEvdXNyL2Jpbi9lbnYgcHl0aG9uMwoiIiIKQVVUTy1HRU5FUkFURUQgQlkgUGFwZXItNiAwNWYyYi4KCkZyb3plbiBwb3N0LUhPTEQgZGVzY3JpcHRpdmUgVEFSR0VUIGV2YWx1YXRpb24gcnVubmVyLgoKVGhpcyBtb2R1bGUgaXMgU0hBLWxvY2tlZCBieSAwNWYyYi4gRG8gbm90IGVkaXQgaXQgYWZ0ZXIgdGhlIDA1ZjJiIFBBU1MuCkl0IGRvZXMgbm90IHJlYWQgY2xpbmljYWwgZmlsZXMgaXRzZWxmLiBUaGUgbGF0ZXIgb3V0Y29tZS1vcGVuaW5nIHdyYXBwZXIgbXVzdApwYXNzIHRoZSBmcm96ZW4gODgtc2FtcGxlIHJhdyBhbGlnbmVkIG1hdHJpeCBwbHVzIE9TIHRpbWUvZXZlbnQgYXJyYXlzIGluIHRoZQphbHJlYWR5LWZyb3plbiBzYW1wbGUgb3JkZXIuCiIiIgoKZnJvbSBfX2Z1dHVyZV9fIGltcG9ydCBhbm5vdGF0aW9ucwoKaW1wb3J0IGhhc2hsaWIKaW1wb3J0IGltcG9ydGxpYi51dGlsCmltcG9ydCBqc29uCmltcG9ydCBzeXMKZnJvbSBwYXRobGliIGltcG9ydCBQYXRoCmZyb20gdHlwaW5nIGltcG9ydCBBbnksIERpY3QsIExpc3QsIFR1cGxlCgppbXBvcnQgbnVtcHkgYXMgbnAKaW1wb3J0IHBhbmRhcyBhcyBwZAppbXBvcnQgdG9yY2gKaW1wb3J0IHRvcmNoLm5uIGFzIG5uCgpmcm9tIHNrbGVhcm4ubW9kZWxfc2VsZWN0aW9uIGltcG9ydCBTdHJhdGlmaWVkS0ZvbGQKZnJvbSBza3N1cnYudXRpbCBpbXBvcnQgU3VydgoKClJPT1QgPSBQYXRoKF9fZmlsZV9fKS5yZXNvbHZlKCk"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,277,os_event,"if f1c.get(""TARGET_OS_event_values_read"") is not False:"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,452,os_event,"os_event: np.ndarray,"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,468,os_event,"os_event.astype(np.float32)[None, :],"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,540,fold,"(""TARGET_oof_predictions.tsv"", ""held-out raw risk per model/fold/patient""),"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,541,fold,"(""TARGET_fold_metrics.tsv"", ""Uno-C, IBS and raw risk-scale metrics""),"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,543,fold;repeat,"(""TARGET_model_summary.tsv"", ""frozen fold-repeat-final aggregation""),"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,577,surv,"print(""  TARGET survival splits generated: NO"")"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,891,os_event,"""OS_events"": EXPECTED_DOG_EVENTS,"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,932,fold;outer;repeat,"""outer_CV"": ""5 folds x 20 repeats"","
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,935,repeat,"""same patient multiplicity across models/repeats; no model refit"""
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,939,tau,"""Uno_C"": ""exact 04c safe_uno_c, tau training quantile 0.90"","
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,941,ipcw,"""exact 04c IPCW/IBS grid plus target-training-only """
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,942,breslow,"""Breslow baseline recalibration of each fixed risk score"""
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,962,os_event,"""os_event"","
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,963,os_time_days,"""os_time_days"","
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,971,os_event,"""TARGET_OS_event_values_read_in_05f2b"": False,"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,974,surv,"""TARGET_survival_splits_generated"": False,"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,985,os_event,"""05f1c schema/ID mapping, read ONLY case_submitter_id/os_event/"""
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,986,os_time_days,"""os_time_days, parse under frozen grammar, then execute the exact """
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,1006,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,1009,surv,"""TARGET_survival_splits_generated"": False,"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,1059,surv,"print(""  TARGET survival splits generated: NO"")"
scripts\05f2b_materialize_dog2_source_artifacts_freeze_target_runner.py,1063,os_event;os_time_days,"print(""  allowed only: case_submitter_id, os_event, os_time_days"")"
scripts\05f1c0_probe_target_clinical_identifier_schema.py,7,surv,Diagnose the 05f1c identifier-mapping failure without reading ANY survival or
scripts\05f1c0_probe_target_clinical_identifier_schema.py,18,surv,- survival/death/follow-up/time values;
scripts\05f1c0_probe_target_clinical_identifier_schema.py,55,surv,"""survival"","
scripts\05f1c0_probe_target_clinical_identifier_schema.py,156,surv,"""target_survival"","
scripts\05f1c0_probe_target_clinical_identifier_schema.py,170,surv,"or ""survival"" in str(role).lower()"
scripts\05f1c0_probe_target_clinical_identifier_schema.py,248,surv,"""survival"","
scripts\05f1c0_probe_target_clinical_identifier_schema.py,351,surv,"print(""  OS/event/status/survival/time columns read: NO"")"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,12,surv,"Freeze, before any TARGET survival value is read:"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,19,outer;repeat,5. exact repeated 5x20 outer-CV split algorithm/seeds;
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,20,fold,6. exact 4-fold inner-CV seed namespace for classical target fitting;
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,21,fold;repeat,7. exact fold/repeat aggregation rule;
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,42,surv,No survival split generation (labels are still closed).
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,140,outer,OUTER_SPLITS = 5
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,141,outer;repeat,OUTER_REPEATS = 20
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,145,outer,OUTER_SEED_OFFSET = 0
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,155,repeat,MIN_VALID_REPEATS = 16  # 80% of the frozen 20 repeats.
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,177,os_event,OS_EVENT_ALIAS_PRIORITY = [
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,180,surv,"""overall survivalevent"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,181,surv,"""overall survivalstatus"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,182,surv,"""overallsurvivalevent"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,183,surv,"""overallsurvivalstatus"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,192,surv,"""overall survivaltime"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,193,surv,"""overall survivaldays"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,194,surv,"""overall survivalmonths"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,195,surv,"""overallsurvivaltime"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,196,surv,"""overallsurvivaldays"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,197,surv,"""overallsurvivalmonths"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,198,surv,"""survivaltime"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,381,surv,"""target_survival"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,395,surv,"or ""survival"" in str(role).lower()"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,665,os_event,"OS_EVENT_ALIAS_PRIORITY,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,679,os_event,"""schema_type"": ""PRECOMPUTED_OS_EVENT_PLUS_TIME"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,734,censor,"""0"": ""CENSORED"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,749,censor,"""accepted_censored_strings_case_insensitive"": ["
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,752,censor,"""censored"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,776,os_event,"== ""PRECOMPUTED_OS_EVENT_PLUS_TIME"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,872,surv,"print(""  Survival split generation: NO"")"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1017,repeat,# Exact repeated-CV + bootstrap mechanics frozen BEFORE labels are read.
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1027,outer,"""outer_CV"": {"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1028,fold,"""algorithm"": ""sklearn.model_selection.StratifiedKFold"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1029,outer,"""n_splits"": OUTER_SPLITS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1030,outer;repeat,"""n_repeats"": OUTER_REPEATS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1032,os_event,"""stratification_variable"": ""OS_event"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1033,repeat,"""repeat_seed_formula"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1034,repeat,"f""{BASE_SEED} + repeat_index"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1036,repeat,"""repeat_index_range"": ""0..19"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1044,fold,"""algorithm"": ""sklearn.model_selection.StratifiedKFold"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1047,os_event;outer,"""stratification_variable"": ""OS_event within outer training only"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1050,fold;outer;repeat,"""+ outer_repeat_index*100 + outer_fold_index"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1052,outer,"""target_outer_test_used"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1059,fold,"""fold_metric_definition"": {"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1061,fold;outer,"""Compute on each outer-test fold using the corresponding """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1062,censor;ipcw;outer;surv,"""outer-training survival distribution for IPCW censoring weights."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1065,fold;outer,"""Compute on each outer-test fold using corresponding """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1066,outer;surv,"""outer-training survival distribution and training-fitted """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1072,fold;outer,"""each outer-test fold."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1076,fold;outer,"""outer-test fold."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1081,fold;repeat,"""fold_to_repeat"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1082,fold;outer,"""Sample-count-weighted mean of the 5 outer-fold metrics """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1083,repeat,"""within each repeat."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1085,repeat,"""repeat_to_final"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1086,repeat,"""Arithmetic mean across valid repeat-level estimates."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1088,repeat,"""minimum_valid_repeats"": MIN_VALID_REPEATS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1089,repeat,"""if_fewer_than_min_valid_repeats"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1093,fold;outer;repeat,"""Within identical outer fold/repeat, treatment metric minus """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1094,fold;repeat,"""control metric; aggregate with the same fold/repeat rule."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1103,os_event,"""stratification"": ""OS_event"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1106,outer,"""same_patient_multiplicity_all_20_outer_test_appearances"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1108,outer,"""outer_split_regeneration_inside_bootstrap"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1109,surv,"""training_survival_distribution_inside_bootstrap"": ("
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1110,outer;surv,"""Keep the original frozen outer-training survival distribution """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1111,fold,"""for each fold; bootstrap only the already-held-out patient """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1115,repeat,"""Patient multiplicity is represented by literal repeated copies """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1117,fold,"""the fixed fold prediction."""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1119,fold,"""fold_metric_recomputed_each_draw"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1120,fold;repeat,"""fold_to_repeat_aggregation_same_as_point_estimate"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1121,repeat,"""repeat_to_final_aggregation_same_as_point_estimate"": True,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1128,fold,"""A draw is invalid if a required fold metric cannot be evaluated """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1139,repeat,"""Conditional uncertainty of fixed repeated-CV predictions; """
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1173,fold,"""fold_exclusion_after_opening"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1197,repeat,"""05f1c repeated-CV/bootstrap/branch-uncertainty freeze"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1205,tau,"""freeze exact Uno-C tau/time-support implementation"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1206,surv,"""freeze exact IBS prediction-survival conversion/calibration implementation"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1207,fold,"""freeze exact fold-safe Hallmark implementation code"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1235,fold;repeat,"""drop samples/folds/repeats based on observed outcomes/model behavior"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1277,os_event,"""OS_event_column"": os_schema[""event_column""],"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1286,fold;outer;repeat,"""outer_CV"": f""{OUTER_SPLITS} folds x {OUTER_REPEATS} repeats"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1287,fold,"""inner_classical_CV"": f""{INNER_SPLITS_CLASSICAL} folds"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1289,repeat,"""minimum_valid_repeats"": MIN_VALID_REPEATS,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1293,os_event,"""TARGET_OS_event_values_read"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1298,surv,"""survival_splits_generated"": False,"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1372,fold;outer;repeat,"f""  outer CV: {OUTER_SPLITS} folds x {OUTER_REPEATS} repeats"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1375,fold,"f""  inner classical CV: {INNER_SPLITS_CLASSICAL} folds"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1381,repeat,"""  same patient multiplicity across all models/repeats: YES"""
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics.py,1394,surv,"print(""  survival splits generated: NO"")"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,12,surv,"Freeze, before any TARGET survival value is read:"
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,19,outer;repeat,5. exact repeated 5x20 outer-CV split algorithm/seeds;
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,20,fold,6. exact 4-fold inner-CV seed namespace for classical target fitting;
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,21,fold;repeat,7. exact fold/repeat aggregation rule;
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,42,surv,No survival split generation (labels are still closed).
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,140,outer,OUTER_SPLITS = 5
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,141,outer;repeat,OUTER_REPEATS = 20
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,145,outer,OUTER_SEED_OFFSET = 0
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,155,repeat,MIN_VALID_REPEATS = 16  # 80% of the frozen 20 repeats.
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,180,os_event,OS_EVENT_ALIAS_PRIORITY = [
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,182,os_event,"""os_event"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,185,surv,"""overall survivalevent"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,186,surv,"""overall survivalstatus"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,187,surv,"""overallsurvivalevent"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,188,surv,"""overallsurvivalstatus"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,195,os_time_days,"""os_time_days"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,200,surv,"""overall survivaltime"","
scripts\05f1c_freeze_target_clinical_schema_and_evaluation_mechanics_v2.py,201,surv,"""overall survivaldays"","
